,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,split
9197,Yellows,3.0,442.197314973,57287.7212727,Healthcare,147.399104991,No,388.657185376,Yes,Male,After_16:00,0.229403735837,0.161816569045,0.821611713618,8.90506398166,8.16547112307,8.97869317094,6485.0,41.6979925241,606.867014042,5100.30588184,69071.5236572,Yes,151054.407744,24.6346709749,737578.802231,20.4766572686,21883.8952571,80.0,30-45,1.0,887.545822098,20.0,Motorcycle_or_truck,Public_Sector,604.999581845,0.0,No,train
9198,Greys,5.0,673.996766843,101538.905805,Financial,224.665588948,No,451.955754688,Yes,Male,By_16:00,0.436003576266,0.884938876843,1.07547339285,9.53512853943,0.869004810229,9.45507178549,7136.0,93.6753062764,578.526411687,5676.61037026,70998.8782963,Yes,204264.004196,24.0525759886,670588.161513,26.8934571417,50709.2924462,60.0,45_and_up,3.0,936.16320537,11.0,Motorcycle_or_truck,Student_or_Unemployed,740.587718766,0.0,No,train
9199,Greys,,535.341626364,111764.690917,Education,178.447208788,No,626.317955188,No,Female,After_16:00,0.66245778231,0.989267772995,5.22457679268,2.53494806588,6.55027030269,3.18676252849,6538.0,9.21657916624,582.893570536,7428.96669295,72301.668209,Yes,392274.180991,24.1431889057,680819.31133,3.92197936308,32031.853533,100.0,30-45,2.0,913.818124826,3.0,Motorcycle_or_truck,Hightech,653.16423165,2.0,No,train
9200,Yellows,8.0,220.421234046,38556.3030534,Environment,73.473744682,No,524.763005075,No,Male,After_16:00,0.652714552125,0.375536764739,9.68994612573,8.27382337535,7.88003692869,7.18550828751,8814.0,60.240720422,628.039224718,6503.70850018,75887.9124133,Yes,275376.211495,25.0607107784,790128.420459,75.6591083948,5481.86490228,90.0,30-45,1.0,981.272545135,18.0,Motorcycle_or_truck,Hightech,727.121884762,1.0,No,train
9203,Yellows,4.0,387.268359627,45021.0566799,Environment,129.089453209,No,348.758597707,Yes,Female,By_16:00,0.206559678074,0.196851513814,0.663579485845,6.18082894245,5.79947540071,6.77341784118,9516.0,28.0909154797,563.540730039,4614.66743715,64371.6668365,Yes,121632.559475,23.7390128278,636095.915783,91.9302563882,16803.176383,90.0,Below_30,1.0,832.486696639,3.0,Car,Public_Sector,580.848359666,0.0,No,train
9204,Yellows,6.0,636.419361913,87244.5890758,Social,212.139787304,No,411.259906425,Yes,Male,By_16:00,0.866418941878,0.206237395294,7.14137018193,0.488765584305,9.05647050124,1.47705954034,6192.0,87.9630364478,603.686912427,5319.9728891,69753.542164,Yes,169134.710632,24.5700409529,729926.043803,5.02673508599,45225.4291449,70.0,45_and_up,1.0,898.947924013,2.0,Motorcycle_or_truck,Services_or_Retail,629.007424372,0.0,No,train
9206,Greens,8.0,262.12947434,80270.3241657,Foreign_Affairs,87.3764914466,No,918.67186284,No,Female,By_16:00,0.568820467452,0.153685390018,1.37566931313,8.52922231192,6.91419374198,8.50937668234,4874.0,63.3905961411,990.895755424,11168.5101393,113720.708252,Yes,843957.991574,31.4784967148,1965496.23445,6.42419862561,7732.02774897,40.0,30-45,2.0,1393.05654334,11.0,Car,Public_Sector,818.76635435,0.0,Yes,train
9207,Greys,10.0,329.361064184,46336.9378519,Financial,109.787021395,No,422.062073123,Yes,Female,By_16:00,0.440253122244,0.467503118794,8.04353754735,0.455990398768,8.05373642128,8.49023496034,5733.0,34.871829953,569.576659967,5359.77405117,68884.3099667,Yes,178136.393569,23.8658052445,649969.080097,77.3798720213,12172.9770881,60.0,45_and_up,2.0,905.762634462,7.0,Car,Public_Sector,701.87486636,1.0,No,train
9208,Yellows,5.0,619.351262028,83481.6955225,Education,206.450420676,No,404.366797845,Yes,Male,After_16:00,0.941149872495,0.0245873660315,5.1928933477,6.49024021346,0.340104023926,7.6422215905,9011.0,8.42824876308,524.77855405,5093.22508655,62913.3833405,Yes,163512.5072,22.9080456183,551810.596357,9.04486642685,42838.2266179,100.0,Below_30,0.0,818.32136654,8.0,Public_or_other,Services_or_Retail,611.16797622,4.0,No,train
9209,Reds,2.0,1017.9993933,207489.349026,Environment,339.333131098,No,611.462100249,No,Female,After_16:00,0.635849534767,0.152911357814,1.91600598861,9.53824574361,5.0348051684,9.42833947018,4740.0,7.7664620243,669.503478236,7453.62795897,80497.4800613,Yes,373885.900041,25.8747652789,897810.509279,53.637663275,115496.306992,90.0,30-45,2.0,1023.31555996,17.0,Foot_or_bicycle,Student_or_Unemployed,719.232439051,0.0,No,train
9210,Yellows,3.0,207.949577075,25478.8999272,Environment,69.3165256917,No,367.573239901,Yes,Female,By_16:00,0.70007844083,0.908484865911,4.24406599253,0.179862573277,0.336774697062,5.6581365969,7994.0,2.26849892642,578.765239439,4833.26287789,65893.3619248,Yes,135110.086691,24.0575401785,670896.125732,25.9222245077,4884.09725966,90.0,Below_30,1.0,847.719902342,7.0,Foot_or_bicycle,Services_or_Retail,580.147725712,1.0,No,train
9212,Pinks,3.0,58.5268185901,15876.9023524,Military,19.50893953,No,813.827031855,No,Female,By_16:00,0.116158993915,0.582619223744,1.79658067646,7.81879182206,1.69531348161,1.66117737768,6745.0,23.9106284687,509.886595653,9158.04350985,69815.8663102,Yes,662314.437777,22.5806686272,521452.937413,,410.107661117,30.0,30-45,5.0,,20.0,Motorcycle_or_truck,Public_Sector,660.429526798,0.0,Yes,train
9215,Blues,3.0,620.689611084,120782.173932,Education,206.896537028,No,583.780548807,No,Male,By_16:00,0.418783328263,0.0670496362727,4.22147276346,2.68463967368,1.8942626752,8.23863562196,8275.0,31.8190556252,621.899474206,7081.60443648,74578.7856579,Yes,340799.729165,24.9379123867,774759.629906,13.056522538,,100.0,45_and_up,2.0,942.056242356,12.0,Public_or_other,Student_or_Unemployed,647.937321379,1.0,No,train
9216,Reds,4.0,318.593126532,66337.4125151,Financial,106.197708844,No,624.659545268,No,Male,By_16:00,0.888970013708,0.76223396766,9.76221458055,2.80146192061,0.461493977346,3.97713376209,8466.0,80.5575551931,681.149426906,7608.89430649,82056.4346381,Yes,390199.547494,26.0988395701,929300.493886,40.8989389427,11394.1510726,60.0,Below_30,1.0,1043.87583474,9.0,Foot_or_bicycle,Public_Sector,736.750792004,0.0,No,train
9217,Yellows,10.0,150.456702687,21262.0071439,Social,50.152234229,No,423.949350827,Yes,Female,After_16:00,0.902938168496,0.353860927979,1.29374515265,6.23537679203,8.55526749045,5.87317859288,6349.0,76.3314448297,581.797640172,5403.08878861,68820.7100819,Yes,179733.052067,24.1204817566,678066.144523,70.6721727503,2575.39883239,70.0,Below_30,3.0,893.616287413,14.0,Foot_or_bicycle,Student_or_Unemployed,655.20695235,0.0,No,train
9218,Blues,5.0,368.443975759,71189.012604,Social,122.814658586,No,579.645894256,No,Female,By_16:00,0.489399443613,0.5124705825,4.94023245061,8.18308511516,0.212442094926,2.77100899257,6847.0,98.1453277869,622.190602312,7040.84014718,74144.7188443,Yes,335989.362728,24.9437487622,775463.045386,93.4127667919,15216.2550222,70.0,30-45,0.0,933.490271876,18.0,Public_or_other,Hightech,631.10828074,0.0,No,train
9219,Yellows,10.0,117.853820238,15744.3461432,Environment,39.2846067459,No,400.776473212,Yes,Female,After_16:00,0.829937491566,0.715097177075,,8.11230417108,2.39557185909,2.65015418176,6068.0,26.6396475956,619.07909198,5245.92291608,70513.3706959,Yes,160621.78148,24.881300046,767544.874782,47.5903469604,1592.56493393,90.0,30-45,1.0,905.37585821,,Foot_or_bicycle,Public_Sector,616.254056215,1.0,No,train
9222,Whites,5.0,803.844332094,198192.084354,Foreign_Affairs,267.948110698,No,739.66591456,No,Male,After_16:00,0.0668998165056,0.832804535981,9.74589113612,1.01754038129,1.43628026359,0.425117625855,3899.0,33.1421841169,870.63959189,9137.93832938,100973.987691,Yes,547105.665161,29.5066025135,1517591.41601,7.34079808462,72074.1381374,40.0,Below_30,2.0,1265.1183066,4.0,Car,Student_or_Unemployed,815.152164877,0.0,Yes,train
9223,Pinks,5.0,202.55384656,39104.5749315,Military,67.5179488533,No,579.173028738,No,Female,After_16:00,0.404625017196,0.377243475989,2.407645809,1.64852977265,0.638567693532,1.853651579,3979.0,56.3593794592,205.459698336,6202.64968405,46958.1593905,Yes,335441.397217,14.333865436,85915.4805719,2.86622792482,4636.19136621,30.0,45_and_up,3.0,692.297162574,2.0,Car,Hightech,898.932262396,0.0,Yes,train
9226,Whites,1.0,202.535395739,32057.9630706,Military,67.5117985797,No,474.849785445,Yes,Male,After_16:00,0.690110075753,0.0465280807111,9.78566302452,9.33734139428,9.27099269116,8.88869363815,7565.0,83.6788833607,893.958528252,6536.41491096,96087.410854,Yes,225482.318737,29.899139256,1599525.86687,56.5247349674,4635.35474604,30.0,30-45,2.0,1210.70596356,5.0,Foot_or_bicycle,Industry_or_other,717.316619183,0.0,Yes,train
9227,Whites,4.0,608.947625607,174608.202924,Military,202.982541869,No,860.212909523,No,Male,After_16:00,0.246311696013,0.0404723675456,1.53445430798,7.33617116697,5.64357140567,6.30744912429,7373.0,67.7309222519,923.575726025,10449.2805473,109062.779786,Yes,739966.249711,30.3903887113,1707748.06946,19.6885103825,41414.8948455,30.0,Below_30,3.0,1364.04601486,7.0,Foot_or_bicycle,Industry_or_other,893.613140969,0.0,Yes,train
9228,Yellows,3.0,529.713409754,69967.2740037,Financial,176.571136585,No,396.255443313,Yes,Male,After_16:00,0.618500697426,0.226120457985,0.486556671094,4.21854162589,2.60265341029,1.22733100783,7681.0,11.6553879343,575.743739264,5114.04191166,65915.9489354,Yes,157018.376355,23.9946606407,663938.401492,67.5032697152,31363.9374114,60.0,45_and_up,3.0,843.014632667,13.0,Motorcycle_or_truck,Industry_or_other,570.439445997,3.0,No,train
9229,Blues,3.0,574.758801014,82559.1364286,Environment,191.586267005,No,430.924083022,Yes,Male,After_16:00,0.211152692791,0.803382628597,1.25034772325,9.38374656253,1.43964412156,0.451755961403,5857.0,9.70424073748,581.497734795,5472.23629981,68368.3262723,Yes,185695.565328,24.1142641355,677351.58123,83.5113859968,36906.8839718,90.0,Below_30,4.0,882.153371299,12.0,Car,Hightech,631.426003363,0.0,No,train
9230,Oranges,6.0,42.9901284765,5840.42711584,Education,14.3300428255,No,407.565224121,Yes,Male,After_16:00,0.358044852968,0.310851495713,6.84207389364,6.93191193044,5.96516482066,2.86694477079,4470.0,82.9344776692,553.369211959,5182.39066513,68454.6526571,Yes,166109.411913,23.5238009675,613602.817621,66.2563228747,229.680170206,100.0,Below_30,3.0,913.930267312,5.0,Public_or_other,Student_or_Unemployed,750.282908272,1.0,No,train
9232,Greens,8.0,382.619568583,94041.5921209,Foreign_Affairs,127.539856194,No,737.350620638,No,Female,After_16:00,0.464915519347,0.652855915017,5.65732542658,6.46763236495,6.12488089362,,7813.0,36.2414552364,566.25362463,8506.01345564,67111.696959,Yes,543685.937755,23.7960842289,642437.009192,79.223853047,16403.9547742,40.0,30-45,4.0,785.025203311,19.0,Foot_or_bicycle,Industry_or_other,403.323758161,0.0,Yes,train
9233,Whites,4.0,341.326829268,56672.2360192,Foreign_Affairs,113.775609756,No,498.105315724,Yes,,By_16:00,0.0654292856343,0.810168832308,5.69188253488,9.90553982323,1.93422653712,6.85286616441,8710.0,62.0063795242,776.14301512,6533.33918748,86629.7243665,Yes,248108.905553,27.8593434079,1206002.78223,45.4956626985,13068.6649851,40.0,30-45,4.0,1097.69778408,2.0,Foot_or_bicycle,Services_or_Retail,698.717077808,0.0,Yes,train
9234,Reds,6.0,128.189373326,19712.0161792,Social,42.7297911085,No,461.317869052,Yes,Female,After_16:00,0.88427452161,0.88149852748,4.45347132627,0.152419472579,8.09765378013,3.34321022732,5180.0,34.7124029184,741.544467789,6096.2676261,,Yes,212814.176307,27.2313141032,1101122.05575,36.2260237103,1878.56483929,70.0,45_and_up,3.0,1150.69304071,16.0,Motorcycle_or_truck,Public_Sector,874.34246558,1.0,No,train
9235,Blues,10.0,387.515404906,48766.8185008,Education,129.171801635,No,377.534553853,Yes,Female,After_16:00,0.735787739279,0.778807905503,3.33505725721,8.44924383797,0.88256002171,9.58098330069,3190.0,16.1818464752,543.208723304,4861.76298514,62782.3639435,Yes,142532.339353,23.3068385523,591100.167773,24.8626693385,16824.5261393,100.0,Below_30,1.0,807.240842525,7.0,Car,Public_Sector,561.199072332,0.0,No,train
9236,Greys,7.0,447.900033199,67766.3593719,Financial,149.300011066,No,453.893867039,Yes,Male,By_16:00,0.438444712432,0.374946552794,9.95298828464,8.62646848196,4.54488029703,9.99481026549,7422.0,11.5581176709,624.125206998,5787.18908439,75265.7672197,Yes,206019.642536,24.9824980136,780294.509492,49.846825609,22449.7933155,60.0,Below_30,3.0,990.135875615,,Public_or_other,Student_or_Unemployed,766.067605226,0.0,No,train
9237,Yellows,10.0,321.849820647,61821.6459931,Financial,107.283273549,No,576.246827189,No,Female,After_16:00,0.986335108289,0.974791432032,5.02735807095,5.66544633592,6.56612946419,6.83212485164,8880.0,23.2504076092,668.931695069,7100.33166203,83059.0522373,Yes,,25.8637138685,896384.094797,20.173468953,11626.9840569,60.0,Below_30,3.0,1088.97452501,2.0,Motorcycle_or_truck,Student_or_Unemployed,858.622633456,1.0,No,train
9238,Reds,4.0,206.426255646,38042.6539798,Financial,68.8087518819,No,552.875222109,No,Female,After_16:00,0.640230926918,0.688650337979,6.50567206787,9.48656773893,2.47573180823,9.01772819925,7099.0,75.3376891604,621.852019754,6772.4562606,74970.8904901,Yes,305671.011222,24.9369609166,774650.73765,22.1508500632,4813.45308743,60.0,45_and_up,0.0,958.951082032,14.0,Foot_or_bicycle,Hightech,687.993484085,0.0,No,train
9239,Blues,2.0,609.251597133,82817.3059879,Environment,203.083865711,No,407.798550111,Yes,Female,By_16:00,0.842535414733,0.613990784623,0.900014275685,2.13790027192,0.552094515879,9.9284653319,3427.0,99.1607581265,560.134397385,5198.25429588,65043.1135192,Yes,166299.657473,23.6671586251,628497.1364,18.8640738605,41456.1403778,90.0,Below_30,3.0,834.026603451,19.0,Foot_or_bicycle,Services_or_Retail,578.251581586,1.0,No,train
9240,Oranges,1.0,80.7077100977,11227.415308,Social,26.9025700326,No,417.336161355,Yes,Female,By_16:00,0.854297726415,0.955316837179,3.53549122112,5.8950110944,0.219429968856,8.87655119644,9899.0,63.5317069711,571.289095038,5315.93980363,69395.5879756,Yes,174169.471575,23.9016546506,653891.437495,93.3406589087,760.65084439,70.0,Below_30,3.0,916.714358832,12.0,Car,Public_Sector,721.641114324,2.0,No,train
9246,Reds,6.0,378.257434932,50537.0259114,Healthcare,126.085811644,No,400.814534581,Yes,Male,After_16:00,0.925218072021,0.807220732095,0.842325591948,3.36552156135,3.59401408816,5.7611023169,8696.0,98.3967709821,713.102702179,5434.35075017,83479.2043186,Yes,160652.291131,26.7039828898,1018294.66142,27.8563180473,16033.7177096,80.0,30-45,2.0,1108.3334736,18.0,Foot_or_bicycle,Services_or_Retail,852.919176363,1.0,No,train
9248,Whites,7.0,644.951034266,86328.0770128,Foreign_Affairs,214.983678089,No,401.556424098,Yes,Female,By_16:00,0.228271592874,0.792220792966,4.03790989658,3.49895366933,0.184629545547,1.85622987803,4581.0,8.26869781595,715.917329889,5447.39890076,77153.8763311,Yes,161247.561734,26.7566315124,1026054.36945,12.6863089856,46442.9655227,40.0,30-45,2.0,968.264516056,20.0,Public_or_other,Student_or_Unemployed,567.566553491,0.0,Yes,train
9249,Blues,1.0,306.27081535,45980.2093432,Healthcare,102.090271783,No,450.387765063,Yes,Male,By_16:00,0.700928924605,0.906962710666,9.92370278109,3.7417739816,5.66866150592,5.90604139026,8472.0,84.3767065555,612.458322148,5728.79429493,71128.147752,Yes,202849.138919,24.7478953074,751300.123544,0.141635537148,10534.5138646,80.0,45_and_up,1.0,910.922787615,19.0,Public_or_other,Services_or_Retail,629.343042351,0.0,No,train
9250,Oranges,10.0,333.268365875,47596.1012437,Healthcare,111.089455292,No,428.448416808,Yes,Female,By_16:00,0.649604016449,0.656451692805,4.62931273738,9.94427418336,1.10255700303,7.88844230119,9430.0,9.8812519107,578.353752569,5441.19167322,70448.7235262,Yes,183568.045865,24.0489865185,670159.218127,41.7170873377,12461.9565323,80.0,Below_30,0.0,930.684963231,4.0,Foot_or_bicycle,Hightech,734.643488475,2.0,No,train
9251,Greys,8.0,725.599342408,142464.406788,Environment,,No,589.020958792,No,Male,By_16:00,0.588167425245,0.361297847703,0.473677243572,0.41630207561,4.66756816721,1.03239803575,6654.0,8.8248428423,583.95427461,7058.11813714,71296.5796367,Yes,346945.689896,24.1651458636,683237.553299,72.5943384459,58751.244859,90.0,45_and_up,2.0,901.132277125,15.0,Public_or_other,Hightech,633.342668193,0.0,No,train
9252,Greens,3.0,370.049110327,86799.6271166,Foreign_Affairs,123.349703442,No,703.68735955,No,Female,By_16:00,0.529390003765,0.427936584689,1.20713417884,9.32889759773,5.51440183073,4.47363776155,6272.0,65.6407354865,794.398631842,8625.67085918,86275.4534808,Yes,495175.89999,28.185078177,1263319.92416,89.6592604695,15348.4990428,40.0,45_and_up,3.0,1019.25963116,12.0,Foot_or_bicycle,Student_or_Unemployed,467.864253093,0.0,Yes,train
9254,Whites,6.0,385.450378783,89125.594245,Foreign_Affairs,128.483459594,No,693.673680071,No,Female,After_16:00,0.470266138669,0.331686930498,2.07415007055,9.81309898198,2.54700799705,8.37687814375,7262.0,10.5638035573,857.667884541,8652.07256979,99646.6982967,Yes,481183.174423,29.2859673656,1472728.6312,44.6338831214,16646.4828489,40.0,30-45,3.0,1259.54705045,8.0,Car,Hightech,836.557172704,0.0,Yes,train
9255,Reds,1.0,394.567612176,47742.1752606,Education,131.522537392,No,362.996154175,Yes,Female,By_16:00,0.871098039439,0.947549597826,2.51178813633,8.00647475524,6.40654214891,0.670384112746,9229.0,60.2938406868,678.140054744,4986.24165124,79835.5662816,Yes,131766.207946,26.0411223787,920964.925906,5.52282254212,17439.7003794,100.0,Below_30,2.0,1068.65669254,20.0,Foot_or_bicycle,Public_Sector,844.062055702,0.0,No,train
9256,Pinks,7.0,433.617461876,52586.9941896,Military,144.539153959,No,363.825252531,Yes,Male,By_16:00,0.199736608192,0.483082474442,0.0667922152206,2.06969915191,0.380672398023,5.75528389076,7367.0,21.5077524306,231.311722659,4100.87597063,46061.0639025,Yes,132368.814379,15.2089356189,108313.229453,55.8107775403,21046.106181,30.0,45_and_up,1.0,709.152136445,5.0,Foot_or_bicycle,Industry_or_other,929.178121599,1.0,Yes,train
9257,Greys,8.0,201.162360124,41234.4904022,Environment,67.0541200413,No,614.94342744,No,Male,After_16:00,0.713841257617,0.270599708194,0.190270598978,7.19942143187,3.92819389701,6.07486267341,8085.0,49.6078687022,605.959868588,7361.35401157,74050.5338736,Yes,378155.418951,24.6162521231,735657.046634,3.0851110816,4573.30913456,90.0,30-45,1.0,935.547487952,8.0,Foot_or_bicycle,Public_Sector,657.378526958,1.0,No,train
9258,Blues,10.0,407.512616332,59220.9290989,Healthcare,135.837538777,No,435.968802379,Yes,Male,After_16:00,0.358510398306,0.801688688342,2.52570077777,0.695683094673,4.30081829662,2.97683006153,3788.0,86.0589195741,595.9758021,5551.63962799,69554.16138,Yes,190068.796648,24.4126156341,711449.17903,31.9865829311,18597.6744799,80.0,45_and_up,2.0,894.423527597,20.0,Foot_or_bicycle,Public_Sector,628.89685094,0.0,No,train
9259,Reds,9.0,328.995458065,69942.9469545,Education,109.665152688,No,637.78643662,No,Male,By_16:00,0.806443254696,0.971540036146,1.01080784341,2.52307154471,9.5549402223,5.68703097058,5404.0,76.2344223913,681.017048788,7739.89846378,81694.8332119,Yes,406771.538737,26.0963033548,928928.014867,93.6801177915,12146.1108668,100.0,30-45,2.0,1032.58746336,13.0,Motorcycle_or_truck,Hightech,711.786951578,0.0,No,train
9260,Reds,4.0,406.075280055,79787.9186435,Social,135.358426685,No,589.456604939,No,Male,By_16:00,0.286475225352,0.346624647034,5.14932278544,7.27377879899,8.41168332379,7.4217392155,7440.0,41.5588230593,628.433172619,7151.43239462,76060.3421403,Yes,347459.089106,25.0685694171,791141.393068,2.96407046262,18467.2621013,70.0,30-45,1.0,967.251299477,15.0,Public_or_other,Services_or_Retail,685.431567252,1.0,No,train
9262,Yellows,8.0,688.660815272,69165.8729086,Financial,229.553605091,No,301.305975488,Yes,Female,By_16:00,0.0435737546068,0.257901210804,0.942129625473,3.9875407517,7.73720064666,0.473351588007,5444.0,18.2975665666,521.957121454,4056.97399779,60076.517345,Yes,90785.2908648,22.8463809268,545763.594294,3.23553842027,52934.4112152,60.0,45_and_up,0.0,786.799529583,7.0,Public_or_other,Public_Sector,573.815045452,1.0,No,train
